property_id,full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,price_label,lat,long,img_url,zip_code
32091752,701 BARTON AVE GLENN HEIGHTS TX 75154,3,2.0,1950,1404,43817,170912,Redfin Estimate,32.5557005,-96.8412766,['https://ssl.cdn-redfin.com/photo/90/mbphoto/545/genMid.14075545_0.jpg'],75154
32091750,1820 S UHL RD GLENN HEIGHTS TX 75154,4,2.0,1965,1752,11086,248163,Redfin Estimate,32.5558422,-96.8419047,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1820+S+Uhl+Rd%2C+Glenn+Heights%2C+TX+75154&size=665x441&source=outdoor&client=gme-redfin&signature=xeha3mPz-ZksATmYrXTQbytPXXw='],75154
32090058,104 POST RD BALCH SPRINGS TX 75181,2,1.0,1954,992,18800,186940,Redfin Estimate,32.7237018,-96.5883283,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=104+Post+Rd%2C+Balch+Springs%2C+TX+75181&size=665x441&source=outdoor&client=gme-redfin&signature=tDsbBRAMCSYq3TatyAS0KJtskAo='],75181
32093627,5332 WILD OAK  BALCH SPRINGS TX 75180,3,2.0,1983,1356,15263,276358,Redfin Estimate,32.6934453,-96.6242098,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=5332+Wild+Oak+Rd%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=RniNZ8k62lY_trtFl-p23FAdP78='],75180
32093641,11809 ASA DR BALCH SPRINGS TX 75180,3,1.0,1983,1252,15298,229798,Redfin Estimate,32.6951414,-96.6235443,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=11809+Asa+Dr%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=LjPaDEeX3Bw04EbThba0pPLd9fc='],75180
32093672,5216 ARROWDELL RD BALCH SPRINGS TX 75180,3,2.0,1998,2437,62016,435929,Redfin Estimate,32.6968023,-96.6212071,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=5216+Arrowdell+Rd%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=sWuWKetVYycjL-rEYQP151ryrHM='],75180
32093694,5105 WOODSBORO DR BALCH SPRINGS TX 75180,3,2.0,1973,2661,16901,316309,Redfin Estimate,32.6992769,-96.6188491,['https://ssl.cdn-redfin.com/photo/90/mbphoto/825/genMid.11047825_2.jpg'],75180
32093721,13048 FOREST GLEN LN BALCH SPRINGS TX 75180,4,2.0,1971,1949,21000,414582,Redfin Estimate,32.6967602,-96.6149263,['https://ssl.cdn-redfin.com/photo/90/mbphoto/649/genMid.13099649_2.jpg'],75180
32093743,13046 VERDANT  BALCH SPRINGS TX 75180,3,1.5,1964,1509,21000,237892,Redfin Estimate,32.6982527,-96.6145299,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=13046+Verdant+Ln%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=W1-_hycuVjyhekZyZMuqOICEtSw='],75180
32093757,13009 VERDANT  BALCH SPRINGS TX 75180,3,2.0,1975,1303,36569,288320,Redfin Estimate,32.6987752,-96.6171172,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=13009+Verdant+Ln%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=CVEJNPeRlHrUzvFGGYPdlbpZx08='],75180
32093621,5309 ARROWDELL RD BALCH SPRINGS TX 75180,3,2.0,2019,1921,32570,400087,Redfin Estimate,32.6940086,-96.6233012,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=5309+Arrowdell+Rd%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=HBw3cD_HMyMKFv9Qgw9-lz_QgxE='],75180
32093638,11813 ASA DR BALCH SPRINGS TX 75180,3,2.0,2003,1852,9152,393587,Redfin Estimate,32.6951129,-96.6232522,['https://ssl.cdn-redfin.com/photo/90/mbphoto/382/genMid.10975382_2.jpg'],75180
32093661,5101 ARROWDELL RD BALCH SPRINGS TX 75180,3,3.0,1964,2221,43800,351070,Redfin Estimate,32.6991194,-96.6222505,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=5101+Arrowdell+Rd%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=DPC_5tllgonU2JeO6hUglZs-Qzo='],75180
32093656,11823 THORNDALE RD BALCH SPRINGS TX 75180,3,2.0,1981,1362,21000,295308,Redfin Estimate,32.6985199,-96.6211237,['https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=11823+Thorndale+Rd%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=PK-NrEBeSkhJG7GhHOQn1iAj0IU='],75180
32093667,5204 ARROWDELL RD BALCH SPRINGS TX 75180,4,2.0,1955,2049,54611,333827,Redfin Estimate,32.6975688,-96.6216662,['https://ssl.cdn-redfin.com/photo/90/mbphoto/575/genMid.11125575_2.jpg'],75180
32094004,5367 WILD OAK  BALCH SPRINGS TX 75180,3,2.5,2002,2319,17881,307572,Redfin Estimate,32.6917553,-96.6248591,['https://ssl.cdn-redfin.com/photo/90/mbphoto/867/genMid.14064867_0.jpg'],75180
32093976,5357 WILD OAK  BALCH SPRINGS TX 75180,3,1.0,1965,1344,15625,261789,Redfin Estimate,32.6923542,-96.624805,['https://ssl.cdn-redfin.com/photo/90/mbphoto/057/genMid.20182057_0.jpg'],75180
32093981,5333 WILD OAK  BALCH SPRINGS TX 75180,3,2.5,2002,1818,15625,316031,Redfin Estimate,32.6931655,-96.6247756,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=5333+Wild+Oak+Rd%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=X3V-yzvX1o7dN8hNaTGCKAEirk8='],75180
32093889,2633 JILLS DR BALCH SPRINGS TX 75180,3,1.0,1953,1060,15181,164831,Redfin Estimate,32.7324824,-96.6371227,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2633+Jills+Dr%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=6ddLiL10gnKsi_KBXWRbJB9mdxA='],75180
32093668,5144 THORNDALE RD BALCH SPRINGS TX 75180,2,1.5,1914,1860,83252,285422,Redfin Estimate,32.6980247,-96.6209359,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=5144+Thorndale+Rd%2C+Balch+Springs%2C+TX+75180&size=665x441&source=outdoor&client=gme-redfin&signature=e1tHrZnz_Z5g78XRISppEmD6PmM='],75180
32093722,5209 WOODSBORO DR BALCH SPRINGS TX 75180,3,2.5,1985,2615,17398,336960,Redfin Estimate,32.6963611,-96.6187448,['https://ssl.cdn-redfin.com/photo/90/mbphoto/788/genMid.11107788_3.jpg'],75180
31627865,202 ROLLINS ST HUTCHINS TX 75141,3,2.0,1947,1152,15372,207604,Redfin Estimate,32.6457909,-96.7122125,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=202+Rollins+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=sGByrcHhsKdBd8dUPdE7E3m4bw4='],75141
31627693,304 W PALESTINE ST HUTCHINS TX 75141,2,1.0,1947,1148,16361,164701,Redfin Estimate,32.6465625,-96.7142187,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=304+W+Palestine+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=W412gU1GoIK75kzQvcTTLJYqAbw='],75141
31627852,1423 DOWDY FERRY RD HUTCHINS TX 75141,3,2.0,1963,2429,19606,403562,Redfin Estimate,32.648058,-96.6936167,['https://ssl.cdn-redfin.com/photo/90/mbphoto/971/genMid.12143971_1.jpg'],75141
30753941,304 CHATMAN ST HUTCHINS TX 75141,3,2.0,2003,1740,7240,290328,Redfin Estimate,32.6550207,-96.7220349,['https://ssl.cdn-redfin.com/photo/90/mbphoto/899/genMid.9752899_0.jpg'],75141
30753944,300 CHATMAN ST HUTCHINS TX 75141,3,2.0,2006,1760,8093,276515,Redfin Estimate,32.6551175,-96.7218677,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=300+Chatman+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=h1lkCXqS6vS_C1TpP4GeIBPdSjk='],75141
30753920,432 CHATMAN ST HUTCHINS TX 75141,4,2.0,2007,1958,8851,281068,Redfin Estimate,32.6533871,-96.7254627,['https://ssl.cdn-redfin.com/photo/90/mbphoto/448/genMid.10858448_2.jpg'],75141
30753910,416 CHATMAN ST HUTCHINS TX 75141,4,2.0,2007,2516,7963,271268,Redfin Estimate,32.6536888,-96.724752,['https://ssl.cdn-redfin.com/photo/90/mbphoto/553/genMid.11594553_3.jpg'],75141
30753899,709 DENTON ST HUTCHINS TX 75141,3,2.0,2005,1741,7388,303816,Redfin Estimate,32.6519755,-96.7198195,['https://ssl.cdn-redfin.com/photo/90/mbphoto/133/genMid.12014133_2.jpg'],75141
30753911,420 CHATMAN ST HUTCHINS TX 75141,3,2.0,2003,1400,7985,249060,Redfin Estimate,32.6536359,-96.7249192,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=420+Chatman+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=JfMaMFahkglkYSD5fw8PHxS4zQc='],75141
30753914,400 CHATMAN ST HUTCHINS TX 75141,3,2.5,2004,1860,8485,259679,Redfin Estimate,32.6540322,-96.7240832,['https://ssl.cdn-redfin.com/photo/90/mbphoto/096/genMid.11592096_2.jpg'],75141
30753953,324 CHATMAN ST HUTCHINS TX 75141,4,2.5,2003,1760,7353,269105,Redfin Estimate,32.6546244,-96.7228709,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=324+Chatman+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=qhSiIVt0ERYxNU42nTRowYmYNPk='],75141
30753917,412 CHATMAN ST HUTCHINS TX 75141,4,2.5,2006,2530,7937,312115,Redfin Estimate,32.6537856,-96.7245848,['https://ssl.cdn-redfin.com/photo/90/mbphoto/259/genMid.14219259_2.jpg'],75141
31627476,100 GLENVIEW DR HUTCHINS TX 75141,3,2.0,1964,1412,10224,241453,Redfin Estimate,32.6504427,-96.7041049,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=100+Glenview+Dr%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=CEEDgzvqTNBwPHIpoC6VZoMRuZA='],75141
30753884,400 SUMMER TREE DR HUTCHINS TX 75141,3,2.0,2006,1411,7915,253417,Redfin Estimate,32.6526821,-96.7230382,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=400+Summer+Tree+Dr%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=tQXwsFNNdPJq5s3y3pT2OjShANo='],75141
31627850,1415 DOWDY FERRY RD HUTCHINS TX 75141,2,1.0,1972,1228,19506,194953,Redfin Estimate,32.6483361,-96.694205,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1415+Dowdy+Ferry+Rd%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=pqeCwCfuCtRytUCRrgYd4-lcTdM='],75141
30762100,303 E PALESTINE ST HUTCHINS TX 75141,2,2.0,1947,817,7061,150167,Redfin Estimate,32.6487396,-96.7096631,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=303+E+Palestine+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=0KdI5KAQrIKQa8k7yzPHqdwsWmE='],75141
31626100,407 HICKMAN ST HUTCHINS TX 75141,3,2.0,2011,1005,6752,226372,Redfin Estimate,32.6506256,-96.7099385,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=407+E+Hickman+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=MbWE_HDjyY2snEzzwvMpTcanFbk='],75141
31626012,219 AUSTIN ST HUTCHINS TX 75141,3,2.0,1940,1599,12785,212270,Redfin Estimate,32.6456816,-96.7076632,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=219+S+Austin+St%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=tAc8UqiZojD7bv3YYANG-4Uw6D8='],75141
31626158,309 W DALLAS ST HUTCHINS TX 75141,4,3.0,1915,2294,22150,368530,Redfin Estimate,32.6495589,-96.7157065,['https://ssl.cdn-redfin.com/photo/90/mbphoto/337/genMid.20178337_0.jpg'],75141
30753935,425 MORNINGSTAR DR HUTCHINS TX 75141,3,2.0,2006,1855,7135,276059,Redfin Estimate,32.6532844,-96.7249192,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=425+Morningstar+Dr%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=hkSJrmsWjoBTiAimMeBl9SYHURU='],75141
30753848,405 SUMMER TREE DR HUTCHINS TX 75141,4,2.5,2006,2530,11522,342907,Redfin Estimate,32.6529144,-96.7236234,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=405+Summer+Tree+Dr%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=HWxffS1UbaEDwq4rZ_V9Ltafdac='],75141
30753879,413 SUMMER TREE DR HUTCHINS TX 75141,3,2.0,2005,2380,7501,303284,Redfin Estimate,32.6527207,-96.7239578,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=413+Summer+Tree+Dr%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=TbGSOTQtbYwgYF65Fz_bqgC7sJY='],75141
31627827,1327 DOWDY FERRY RD HUTCHINS TX 75141,2,1.0,1946,1208,19179,180137,Redfin Estimate,32.6487899,-96.6963744,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1327+Dowdy+Ferry+Rd%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=Vd3l_kn3c2GMCQHaDTX-Vz4_S40='],75141
31627849,1419 DOWDY FERRY RD HUTCHINS TX 75141,4,2.0,1972,2254,19558,337171,Redfin Estimate,32.6481951,-96.6939301,['https://ssl.cdn-redfin.com/photo/90/mbphoto/912/genMid.14557912_2.jpg'],75141
30753854,329 SUMMER TREE DR HUTCHINS TX 75141,4,2.0,2004,2550,7532,258675,Redfin Estimate,32.6535111,-96.7223275,['https://ssl.cdn-redfin.com/photo/90/mbphoto/603/genMid.10904603_2.jpg'],75141
30753875,909 DENTON ST HUTCHINS TX 75141,3,2.5,2003,2244,7349,311192,Redfin Estimate,32.6537167,-96.7209481,['https://ssl.cdn-redfin.com/photo/90/mbphoto/040/genMid.20080040_0.jpg'],75141
30753869,928 CREST LINE DR HUTCHINS TX 75141,4,2.5,2004,2530,7854,294243,Redfin Estimate,32.654241,-96.7218259,['https://maps.googleapis.com/maps/api/streetview?channel=mb-ldp-publicrecord&location=928+Crest+Line+Dr%2C+Hutchins%2C+TX+75141&size=665x441&source=outdoor&client=gme-redfin&signature=nZC9wEe4JQBaAhP8VbpRsJPz15U='],75141
