property_id,full_address,beds,baths,year_built,sq_ft_interior,sq_ft_lot,price,price_label,lat,long,img_url,zip_code
31364980,1009 SEMINARY RIDGE  GARLAND TX 75043,3,2.0,1984,1953,8638,345473,Redfin Estimate,32.8808466,-96.6161834,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=1009+Seminary+Rdg%2C+Garland%2C+TX+75043&size=665x441&source=outdoor&client=gme-redfin&signature=SgZ82Bkga39NKtabBsA3TyZ6PEY='],75043
31364996,2013 MERRIMAC TRL GARLAND TX 75043,3,1.5,1980,1841,8398,278333,Redfin Estimate,32.883196,-96.6146133,['https://ssl.cdn-redfin.com/photo/90/mbphoto/190/genMid.10027190_0.jpg'],75043
31365088,2813 HARPERS FERRY LN GARLAND TX 75043,3,2.0,1984,1974,8756,330036,Redfin Estimate,32.8814303,-96.6135909,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2813+Harpers+Ferry+Ln%2C+Garland%2C+TX+75043&size=665x441&source=outdoor&client=gme-redfin&signature=JM0LPigNNI1HKRVQO_RAJAM_WiQ='],75043
31364927,1902 MERRIMAC TRL GARLAND TX 75043,4,2.0,1984,2289,16152,424025,Redfin Estimate,32.8809539,-96.6122347,['https://ssl.cdn-redfin.com/photo/90/mbphoto/335/genMid.20096335_0.jpg'],75043
31364924,1918 MERRIMAC TRL GARLAND TX 75043,4,2.0,1988,2558,19741,384529,Redfin Estimate,32.8816719,-96.612339,['https://ssl.cdn-redfin.com/photo/90/mbphoto/439/genMid.13475439_0.jpg'],75043
31366142,2825 COUNTRY CLUB RD GARLAND TX 75043,4,3.0,1979,2876,14000,419321,Redfin Estimate,32.8830599,-96.6080619,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=2825+S+Country+Club+Rd%2C+Garland%2C+TX+75043&size=665x441&source=outdoor&client=gme-redfin&signature=tEgnpO8PKAq-jaudLFi-yg_CARA='],75043
32224088,4509 WATERBIRD LN GARLAND TX 75043,3,2.0,2001,1514,7283,311979,Redfin Estimate,32.8583982,-96.6158235,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=4509+Waterbird+Ln%2C+Garland%2C+TX+75043&size=665x441&source=outdoor&client=gme-redfin&signature=Pcnn2OLm4uwTXur3uM1ajjEGzFE='],75043
32224102,206 DRAKE LN GARLAND TX 75043,3,2.0,2003,1974,6935,328158,Redfin Estimate,32.8580697,-96.6145716,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=206+Drake+Ln%2C+Garland%2C+TX+75043&size=665x441&source=outdoor&client=gme-redfin&signature=ffYxHjNbS1CBGiqVApTM_EpBCvM='],75043
32224029,209 DRAKE LN GARLAND TX 75043,3,2.0,2001,1681,7087,335204,Redfin Estimate,32.8585016,-96.6146968,['https://ssl.cdn-redfin.com/photo/90/mbphoto/306/genMid.10047306_0.jpg'],75043
31405127,5216 SHOREGATE DR GARLAND TX 75043,2,3.0,2003,1331,3001,238543,Redfin Estimate,32.8531124,-96.5493311,['https://maps.googleapis.com/maps/api/streetview?channel=mb-pdp-publicrecord&location=5216+Shoregate+Dr%2C+Garland%2C+TX+75043&size=665x441&source=outdoor&client=gme-redfin&signature=C8jdW12VMuUEy_lNb9HKhXgaETs='],75043
